timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732362096807,1070,HTTP Request,200,OK,Thread Group 1-94,text,false,"The operation lasted too long: It took 1,070 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,18,18,https://ptibeadando.eleshu.hu/,1062,0,603
1732362096286,1595,HTTP Request,200,OK,Thread Group 1-40,text,false,"The operation lasted too long: It took 1,595 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,13,13,https://ptibeadando.eleshu.hu/,1595,0,510
1732362095956,1925,HTTP Request,200,OK,Thread Group 1-14,text,false,"The operation lasted too long: It took 1,925 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,13,13,https://ptibeadando.eleshu.hu/,1925,0,704
1732362096095,1788,HTTP Request,200,OK,Thread Group 1-28,text,false,"The operation lasted too long: It took 1,788 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,11,11,https://ptibeadando.eleshu.hu/,1788,0,491
1732362095946,1937,HTTP Request,200,OK,Thread Group 1-13,text,false,"The operation lasted too long: It took 1,937 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,11,11,https://ptibeadando.eleshu.hu/,1937,0,794
1732362096233,1652,HTTP Request,200,OK,Thread Group 1-35,text,false,"The operation lasted too long: It took 1,652 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,9,9,https://ptibeadando.eleshu.hu/,1652,0,303
1732362096277,1608,HTTP Request,200,OK,Thread Group 1-39,text,false,"The operation lasted too long: It took 1,608 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,9,9,https://ptibeadando.eleshu.hu/,1608,0,428
1732362096125,1762,HTTP Request,200,OK,Thread Group 1-31,text,false,"The operation lasted too long: It took 1,762 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,7,7,https://ptibeadando.eleshu.hu/,1762,0,495
1732362096386,1501,HTTP Request,200,OK,Thread Group 1-45,text,false,"The operation lasted too long: It took 1,501 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,7,7,https://ptibeadando.eleshu.hu/,1501,0,381
1732362095915,1973,HTTP Request,200,OK,Thread Group 1-10,text,false,"The operation lasted too long: It took 1,973 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,5,5,https://ptibeadando.eleshu.hu/,1973,0,1094
1732362096461,1429,HTTP Request,200,OK,Thread Group 1-51,text,false,"The operation lasted too long: It took 1,429 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,4,4,https://ptibeadando.eleshu.hu/,1429,0,687
1732362096799,1091,HTTP Request,200,OK,Thread Group 1-91,text,false,"The operation lasted too long: It took 1,091 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,4,4,https://ptibeadando.eleshu.hu/,1091,0,633
1732362096035,1857,HTTP Request,200,OK,Thread Group 1-22,text,false,"The operation lasted too long: It took 1,857 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,2,2,https://ptibeadando.eleshu.hu/,1857,0,702
1732362096296,1596,HTTP Request,200,OK,Thread Group 1-41,text,false,"The operation lasted too long: It took 1,596 milliseconds, but should not have lasted longer than 600 milliseconds.",1197,126,2,2,https://ptibeadando.eleshu.hu/,1596,0,502
